declaration_id,agent_id,role,institution,declaration_type,declaration_date,gross_salary,side_income_consulting,side_income_board_memberships,assets_in_real_estate,assets_in_vehicles,assets_in_stocks
D000241,A0033,MP,Parliament,Exceptional,2023-08-28,93842.41,5212.97,22936.04,124648.32,36662.59,25732.68
D000242,A0033,MP,Parliament,Exceptional,2019-02-01,91258.72,6429.69,14521.34,187789.71,45297.91,39811.58
D000243,A0033,MP,Parliament,Regular,2025-05-04,119500.1,4965.79,9437.1,27407.27,19982.44,505898.29
D000244,A0034,MP,Parliament,Initial,2021-05-10,90626.05,10310.11,6559.32,466648.36,9750.12,198123.15
D000245,A0034,MP,Parliament,Regular,2024-08-28,90708.71,13694.82,6771.44,141747.96,17987.43,163149.77
D000246,A0034,MP,Parliament,Regular,2022-02-17,90569.13,6285.09,6011.88,61535.57,53926.03,174419.82
D000247,A0034,MP,Parliament,Regular,2025-01-21,82287.92,10048.14,9622.98,156580.8,46569.72,115526.88
D000248,A0034,MP,Parliament,Exceptional,2024-07-18,94271.43,10559.95,8010.13,154921.23,22811.42,164332.26
D000249,A0034,MP,Parliament,Exceptional,2020-09-19,73931.4,14931.16,4000.5,3787.47,18821.55,30286.25
D000250,A0034,MP,Parliament,Exceptional,2025-09-29,81739.79,10328.87,7290.54,94321.09,50902.62,145480.42
D000251,A0034,MP,Parliament,Regular,2025-09-30,129003.03,10502.74,6958.69,199624.57,28702.26,731160.4
D000252,A0035,MP,Parliament,Initial,2020-12-18,75966.35,10662.54,10925.46,443413.33,52059.26,136149.18
D000253,A0035,MP,Parliament,Regular,2024-11-03,79404.14,15538.92,8511.01,59699.83,56489.13,196452.06
D000254,A0035,MP,Parliament,Regular,2021-03-29,84434.34,12690.98,10805.32,95960.68,33629.26,186897.08
D000255,A0035,MP,Parliament,Regular,2026-02-03,74601.79,6630.76,12855.14,75938.84,58809.63,163675.49
D000256,A0035,MP,Parliament,Regular,2026-02-04,112640.59,8428.23,8605.23,142828.26,20781.81,398954.93
D000257,A0036,MP,Parliament,Initial,2024-07-31,77907.93,4041.36,10771.56,377868.24,41770.28,27454.59
D000258,A0036,MP,Parliament,Regular,2020-09-07,75783.95,4727.72,11105.92,127588.91,3149.47,82660.27
D000259,A0036,MP,Parliament,Regular,2026-01-17,81158.34,4773.62,6866.51,192903.75,58674.64,31588.22
D000260,A0036,MP,Parliament,Regular,2025-04-28,91971.06,5570.61,10528.64,39891.19,57834.84,64233.54
D000261,A0036,MP,Parliament,Exceptional,2019-01-02,87735.96,2959.17,13342.58,170066.62,2237.89,184294.18
D000262,A0036,MP,Parliament,Exceptional,2022-09-08,96693.28,2731.11,15291.68,199434.36,23819.67,99076.78
D000263,A0036,MP,Parliament,Exceptional,2021-03-31,96478.96,2058.13,11503.61,21460.14,58979.63,56912.33
D000264,A0036,MP,Parliament,Regular,2026-01-18,124143.14,4216.35,10705.99,187712.1,51063.58,436086.0
D000265,A0037,MP,Parliament,Initial,2024-05-14,41264.68,3249.89,9178.29,240186.19,11171.94,147323.58
D000266,A0037,MP,Parliament,Regular,2025-07-25,46512.92,2195.28,12447.11,179408.55,49619.39,103056.13
D000267,A0037,MP,Parliament,Regular,2018-12-22,42100.28,1934.93,13599.34,95490.82,56149.52,1366.02
D000268,A0037,MP,Parliament,Regular,2022-04-21,40053.82,4074.57,13345.55,60389.17,43372.95,2287.15
D000269,A0037,MP,Parliament,Exceptional,2025-10-08,37887.22,3795.17,8860.67,31943.37,41164.42,184621.2
D000270,A0037,MP,Parliament,Exceptional,2025-11-21,48895.36,3868.31,10451.42,188127.12,22052.63,44169.85
D000271,A0037,MP,Parliament,Exceptional,2019-07-02,42877.75,3103.57,13664.99,74724.97,42116.44,182559.38
D000272,A0037,MP,Parliament,Regular,2025-11-22,60015.77,4231.33,12166.77,152371.92,40820.52,353405.86
D000273,A0038,MP,Parliament,Initial,2020-04-08,82550.67,10563.46,7235.7,451097.14,6732.53,165754.81
D000274,A0038,MP,Parliament,Regular,2024-06-03,87586.1,7019.81,9800.65,88368.11,40817.71,143383.59
D000275,A0038,MP,Parliament,Regular,2023-06-26,76547.79,10673.06,9469.3,90686.46,30794.87,91359.7
D000276,A0038,MP,Parliament,Regular,2018-08-25,88134.32,12388.49,5847.67,4354.09,15267.43,603.09
D000277,A0038,MP,Parliament,Exceptional,2018-10-27,67909.88,8921.15,4079.2,198824.73,56074.97,13803.83
D000278,A0038,MP,Parliament,Exceptional,2023-04-18,67350.4,9600.78,9181.9,153165.54,58700.0,129176.16
D000279,A0038,MP,Parliament,Exceptional,2022-09-18,81496.53,14697.3,6863.33,183423.02,22649.78,16050.0
D000280,A0038,MP,Parliament,Regular,2024-06-04,130305.12,14520.05,4580.12,172057.32,7117.99,532605.48
D000281,A0039,MP,Parliament,Initial,2022-10-04,42734.71,19574.49,16696.43,340232.97,58709.44,92600.78
D000282,A0039,MP,Parliament,Regular,2023-12-19,43323.72,14282.8,16039.01,31024.27,11308.83,175041.63
D000283,A0039,MP,Parliament,Regular,2019-04-08,38874.28,22710.28,18615.24,187247.59,53342.48,48133.26
D000284,A0039,MP,Parliament,Regular,2018-10-03,39754.78,10444.48,18329.09,140657.25,2920.58,148108.22
D000285,A0039,MP,Parliament,Exceptional,2020-08-17,45721.01,24553.96,21305.71,28027.12,59609.01,46832.3
D000286,A0039,MP,Parliament,Exceptional,2026-03-16,46497.72,21091.02,21246.85,163676.5,14214.24,175251.66
D000287,A0039,MP,Parliament,Exceptional,2025-05-28,45325.52,17882.47,12942.3,111343.62,35500.03,147042.42
D000288,A0039,MP,Parliament,Regular,2026-03-17,47225.27,23073.43,17628.94,9376.82,20664.89,300975.06
D000289,A0040,MP,Parliament,Initial,2020-07-12,82446.31,13926.17,8165.18,325279.01,11032.74,107585.65
D000290,A0040,MP,Parliament,Regular,2021-05-16,95412.01,8973.35,7863.28,11524.79,24760.65,83301.57
D000291,A0040,MP,Parliament,Regular,2023-12-11,77518.31,10345.17,5742.87,129341.17,55333.57,169426.68
D000292,A0040,MP,Parliament,Regular,2019-01-14,87450.03,18513.54,4503.4,75433.59,36298.17,7909.51
D000293,A0040,MP,Parliament,Exceptional,2024-08-03,95815.19,14745.73,7996.93,173894.77,19977.86,191403.95
D000294,A0040,MP,Parliament,Exceptional,2018-03-04,74688.43,9609.39,10136.87,149375.85,45259.84,182888.26
D000295,A0040,MP,Parliament,Exceptional,2025-10-20,90872.38,9811.17,11554.77,110415.86,46530.83,76132.35
D000296,A0040,MP,Parliament,Regular,2025-10-21,108844.8,11966.19,6218.29,102563.31,29836.64,603965.69
D000297,A0041,MP,Parliament,Initial,2019-08-21,76949.04,16794.62,18286.61,339588.19,24835.81,112504.95
D000298,A0041,MP,Parliament,Regular,2018-03-08,75274.03,24096.22,19733.87,83515.61,9144.68,65973.06
D000299,A0041,MP,Parliament,Regular,2022-04-05,82407.57,12524.25,19212.69,188692.91,20253.86,152672.13
D000300,A0041,MP,Parliament,Regular,2023-06-25,91565.7,19174.33,18114.64,33646.73,47698.53,33853.14
D000301,A0041,MP,Parliament,Exceptional,2023-06-24,68640.38,23333.85,27252.97,191447.38,31436.66,167813.7
D000302,A0041,MP,Parliament,Exceptional,2018-11-01,97924.89,19619.74,23120.47,82478.44,50552.68,46286.68
D000303,A0041,MP,Parliament,Exceptional,2025-12-06,67370.03,12070.63,17482.18,12090.02,38263.72,186780.74
D000304,A0041,MP,Parliament,Regular,2025-12-07,119090.25,19469.74,9430.99,106442.5,24680.31,642457.43
D000305,A0042,MP,Parliament,Initial,2019-01-30,83573.81,5733.77,10044.32,307589.17,25834.39,187942.38
D000306,A0042,MP,Parliament,Regular,2023-11-18,78949.61,3967.38,10310.05,163042.88,16039.48,79379.28
D000307,A0042,MP,Parliament,Regular,2022-03-09,99268.08,5498.67,7465.02,139447.26,17998.48,165612.42
D000308,A0042,MP,Parliament,Regular,2018-11-27,91606.98,7787.72,12651.68,18700.1,22755.84,110540.29
D000309,A0042,MP,Parliament,Exceptional,2018-02-08,96228.77,3340.99,13512.92,128981.45,19876.24,195465.84
D000310,A0042,MP,Parliament,Exceptional,2019-01-26,104249.6,8137.09,7330.01,180254.59,41537.26,113356.83
D000311,A0042,MP,Parliament,Exceptional,2021-01-15,68804.73,3293.18,14319.03,179862.33,33810.59,6580.36
D000312,A0042,MP,Parliament,Regular,2023-11-19,130146.14,4670.07,14679.47,117407.22,45135.27,514850.09
D000313,A0043,MP,Parliament,Initial,2019-07-28,37693.75,3249.01,4809.44,148624.88,23349.4,179305.15
D000314,A0043,MP,Parliament,Regular,2025-09-24,42113.31,3251.58,7090.68,10739.29,26225.3,167734.93
D000315,A0043,MP,Parliament,Regular,2021-10-27,40767.7,3618.95,5269.27,193784.11,19582.6,126824.59
D000316,A0043,MP,Parliament,Regular,2023-01-20,39472.18,2780.53,6931.1,86369.59,40781.69,132134.38
D000317,A0043,MP,Parliament,Exceptional,2024-12-08,35721.98,2425.22,2758.25,53594.41,22800.0,156778.06
D000318,A0043,MP,Parliament,Exceptional,2019-09-24,44095.19,2653.39,2917.17,1039.04,18496.05,71983.5
D000319,A0043,MP,Parliament,Exceptional,2021-01-09,32081.74,1908.13,4477.49,111397.01,30746.45,20658.59
D000320,A0043,MP,Parliament,Regular,2025-09-25,39720.59,3425.17,5275.6,156887.74,51823.09,168716.92
D000321,A0044,MP,Parliament,Initial,2019-11-26,107916.91,14496.88,11190.73,575144.76,14564.55,104220.91
D000322,A0044,MP,Parliament,Regular,2019-07-23,105831.49,11139.5,7228.48,33441.48,16557.71,59950.45
D000323,A0044,MP,Parliament,Regular,2018-11-12,108816.66,20936.71,13662.76,99160.49,37000.13,91572.33
D000324,A0044,MP,Parliament,Regular,2019-07-09,106988.54,21003.42,9313.12,124038.44,48244.59,65908.34
D000325,A0044,MP,Parliament,Exceptional,2025-04-20,138901.22,9221.82,9183.84,189455.78,12051.09,62836.66
D000326,A0044,MP,Parliament,Exceptional,2022-06-20,138604.45,11473.53,13372.45,98201.46,34552.76,48484.86
D000327,A0044,MP,Parliament,Exceptional,2022-03-21,101458.09,18641.05,9680.16,186413.43,11988.0,199452.99
D000328,A0044,MP,Parliament,Regular,2025-04-21,119567.22,18376.5,5896.58,145442.67,56578.49,651177.83
D000329,A0045,MP,Parliament,Initial,2020-10-31,113128.18,1383.17,16955.76,421234.51,40378.66,27835.82
D000330,A0045,MP,Parliament,Regular,2025-05-21,107046.75,1276.85,14870.04,89813.34,35876.03,116448.8
D000331,A0045,MP,Parliament,Regular,2023-12-29,119009.01,1964.65,20206.33,108729.04,47443.26,71905.9
D000332,A0045,MP,Parliament,Regular,2024-01-09,121968.69,1956.36,10332.32,49646.19,39881.63,33267.7
D000333,A0045,MP,Parliament,Exceptional,2024-04-25,146139.45,1628.65,15253.7,150536.56,57943.01,86091.11
D000334,A0045,MP,Parliament,Exceptional,2018-02-13,96080.13,998.65,21141.34,111598.68,41259.86,44206.35
D000335,A0045,MP,Parliament,Exceptional,2022-03-13,112626.69,1759.87,18457.87,100093.16,20698.04,4912.53
D000336,A0045,MP,Parliament,Regular,2025-05-22,120224.67,1266.95,24784.7,23213.87,56440.57,487254.14
D000337,A0046,MP,Parliament,Initial,2021-05-14,75533.26,4137.35,9658.52,295409.78,26289.96,139352.65
D000338,A0046,MP,Parliament,Regular,2018-07-03,86338.73,2544.82,13031.08,129593.98,40628.36,32870.82
D000339,A0046,MP,Parliament,Regular,2020-09-26,79672.35,4352.12,8026.13,85273.88,27723.25,159551.16
D000340,A0046,MP,Parliament,Regular,2025-01-23,72159.61,4718.56,9003.04,5838.45,36846.42,39464.89
D000341,A0046,MP,Parliament,Exceptional,2022-05-12,60594.67,2957.36,7517.66,140751.95,47760.48,115469.58
D000342,A0046,MP,Parliament,Exceptional,2024-01-09,67487.45,3417.39,9248.52,52470.68,51758.19,105543.0
D000343,A0046,MP,Parliament,Exceptional,2025-03-02,72262.83,3676.61,8620.65,22846.41,21119.1,91572.12
D000344,A0046,MP,Parliament,Regular,2025-03-03,83352.2,4855.54,12562.0,183736.52,35410.1,340584.5
D000345,A0047,MP,Parliament,Initial,2022-09-29,53857.27,2338.98,7466.12,246170.28,23307.8,119285.16
D000346,A0047,MP,Parliament,Regular,2020-01-31,56334.76,2426.41,10595.63,186138.99,10394.09,33373.1
D000347,A0047,MP,Parliament,Regular,2021-03-29,50738.34,1905.28,7100.29,10722.25,21542.35,1916.69
D000348,A0047,MP,Parliament,Regular,2019-07-14,51624.27,2067.53,7925.9,130613.95,24548.06,98345.18
D000349,A0047,MP,Parliament,Exceptional,2022-12-24,56245.83,1362.85,3963.47,152211.32,17525.39,54970.58
D000350,A0047,MP,Parliament,Exceptional,2024-01-12,50859.32,2995.62,7956.28,154509.53,29718.8,102161.2
D000351,A0047,MP,Parliament,Exceptional,2024-06-03,46161.25,2982.46,9879.79,73372.35,49356.66,8322.1
D000352,A0047,MP,Parliament,Regular,2024-06-04,77090.66,2447.4,11122.85,20483.29,49804.24,291158.05
D000353,A0048,MP,Parliament,Initial,2020-08-28,129931.27,8994.65,6971.54,641929.58,26344.19,198791.54
D000354,A0048,MP,Parliament,Regular,2020-05-09,148538.83,9785.49,5930.21,142150.79,37966.24,33196.32
D000355,A0048,MP,Parliament,Regular,2019-07-25,147531.08,11814.74,9100.93,114014.87,31936.85,119371.54
D000356,A0048,MP,Parliament,Regular,2019-11-21,129553.96,10830.04,5502.87,53468.61,51481.01,197097.66
D000357,A0048,MP,Parliament,Exceptional,2019-01-26,112753.63,11244.16,6355.23,11857.18,16639.41,131179.26
D000358,A0048,MP,Parliament,Exceptional,2025-11-13,160210.37,6743.08,8445.29,165696.36,45688.42,135246.91
D000359,A0048,MP,Parliament,Exceptional,2023-06-28,113181.28,10185.56,7862.59,75034.47,4530.98,158919.73
D000360,A0048,MP,Parliament,Regular,2025-11-14,189872.53,8120.82,8713.05,138940.72,52639.04,738719.0
D000361,A0049,MP,Parliament,Initial,2018-09-17,88195.55,17378.16,16943.35,523495.1,58329.02,126968.11
D000362,A0049,MP,Parliament,Regular,2023-12-30,89899.03,25513.37,22447.35,98942.99,19371.91,56718.62
D000363,A0049,MP,Parliament,Regular,2024-02-20,94667.35,18527.58,16694.92,68747.92,40953.12,9681.85
D000364,A0049,MP,Parliament,Regular,2019-02-12,95943.87,23229.42,8747.53,185886.58,9479.01,91303.63
D000365,A0049,MP,Parliament,Regular,2024-02-21,110833.55,25992.4,23880.07,176429.55,18111.93,758145.67
D000366,A0050,MP,Parliament,Initial,2026-02-21,39334.0,7208.71,1648.41,195873.86,38934.67,10357.46
D000367,A0050,MP,Parliament,Regular,2025-11-04,44312.49,6698.55,974.54,19036.74,12805.27,15587.74
D000368,A0050,MP,Parliament,Regular,2024-08-28,38069.7,8506.15,839.51,139119.42,49026.54,197630.98
D000369,A0050,MP,Parliament,Regular,2022-09-26,43590.3,7047.96,1201.6,17866.22,48357.41,20640.31
D000370,A0050,MP,Parliament,Exceptional,2021-05-10,34164.12,9180.0,2065.72,26629.25,59576.41,28570.61
D000371,A0050,MP,Parliament,Exceptional,2023-12-13,42545.45,8003.97,1094.74,70237.54,12783.33,149653.77
D000372,A0050,MP,Parliament,Exceptional,2022-08-14,43583.57,6793.37,1182.31,179318.59,8400.79,24631.44
D000373,A0050,MP,Parliament,Regular,2026-02-22,56562.51,6138.47,1532.01,158215.33,14867.18,198926.93
D000374,A0051,MP,Parliament,Initial,2020-04-21,90099.91,14423.59,5698.42,501292.68,1609.46,169414.0
D000375,A0051,MP,Parliament,Regular,2023-10-22,97495.13,9932.76,5081.57,129233.95,47028.1,158755.61
D000376,A0051,MP,Parliament,Regular,2020-09-07,94466.72,8837.97,5696.04,118785.95,31697.19,195539.39
D000377,A0051,MP,Parliament,Regular,2022-01-19,106333.87,9115.46,7754.48,113676.08,21924.75,136588.41
D000378,A0051,MP,Parliament,Exceptional,2018-10-26,72831.78,8185.86,4343.25,7965.37,3628.13,157858.0
D000379,A0051,MP,Parliament,Exceptional,2023-09-07,84986.19,17490.47,7220.52,84715.05,24136.64,128107.46
D000380,A0051,MP,Parliament,Exceptional,2024-01-12,99832.82,11213.88,4615.19,102260.94,12191.85,161612.02
D000381,A0051,MP,Parliament,Regular,2024-01-13,119097.13,12847.55,6463.68,166905.29,40863.34,581955.27
D000382,A0052,MP,Parliament,Initial,2021-06-20,102995.84,16929.36,1158.12,482857.22,26069.02,90674.37
D000383,A0052,MP,Parliament,Regular,2025-06-21,115613.66,21003.55,717.39,141580.12,42089.98,32766.53
D000384,A0052,MP,Parliament,Regular,2021-11-21,108856.47,21720.15,1413.79,33392.59,7615.84,156224.8
D000385,A0052,MP,Parliament,Regular,2021-01-05,115343.06,10463.31,1621.25,67002.21,25759.47,104770.84
D000386,A0052,MP,Parliament,Exceptional,2024-06-19,114713.31,16864.14,1170.61,11087.82,51561.59,33376.28
D000387,A0052,MP,Parliament,Exceptional,2019-10-07,95534.62,10206.8,1243.72,144555.67,13704.27,101764.98
D000388,A0052,MP,Parliament,Exceptional,2018-06-30,126617.37,8672.71,632.31,72795.3,55213.59,35792.19
D000389,A0052,MP,Parliament,Regular,2025-06-22,162342.58,9063.36,1509.16,142804.16,39342.2,525736.33
D000390,A0053,MP,Parliament,Initial,2020-07-03,121585.48,6398.7,16519.94,377958.01,7164.06,134665.14
D000391,A0053,MP,Parliament,Regular,2023-10-14,145224.63,9304.22,9398.63,93018.84,16938.41,168969.3
D000392,A0053,MP,Parliament,Regular,2021-09-02,112577.9,6121.93,14354.5,58319.02,47070.43,147915.2
D000393,A0053,MP,Parliament,Regular,2020-09-20,126348.95,6985.41,16410.26,154522.65,11725.35,180088.66
D000394,A0053,MP,Parliament,Exceptional,2020-10-01,106421.72,9165.49,8654.97,108309.04,38156.51,138692.16
D000395,A0053,MP,Parliament,Exceptional,2018-02-09,155081.68,3208.71,19118.59,169801.2,43632.9,20789.8
D000396,A0053,MP,Parliament,Exceptional,2023-12-11,157034.68,5885.63,24138.69,194511.85,8542.41,55965.05
D000397,A0053,MP,Parliament,Regular,2023-12-12,124788.06,4680.48,22227.65,82611.36,53734.68,669003.46
D000398,A0054,MP,Parliament,Initial,2019-06-20,88077.06,10108.56,12744.31,481960.43,35513.75,12456.57
D000399,A0054,MP,Parliament,Regular,2020-08-27,86976.35,13655.79,18173.93,78590.53,49913.99,65250.31
D000400,A0054,MP,Parliament,Regular,2023-01-29,86455.28,5809.26,8955.59,155987.4,35082.48,31082.11
D000401,A0054,MP,Parliament,Regular,2019-11-05,91148.31,8228.7,7910.86,71657.49,46220.2,90383.42
D000402,A0054,MP,Parliament,Exceptional,2019-05-07,74443.65,13217.92,10249.17,140940.96,36198.15,43004.16
D000403,A0054,MP,Parliament,Exceptional,2021-09-04,76993.61,12243.05,18713.75,79248.89,2937.04,59768.14
D000404,A0054,MP,Parliament,Exceptional,2019-12-14,71830.46,9142.1,12135.15,149615.69,14991.16,92408.65
D000405,A0054,MP,Parliament,Regular,2023-01-30,130559.98,6467.38,6524.54,166074.47,58954.03,656985.58
D000406,A0055,MP,Parliament,Initial,2018-09-22,67223.97,12605.95,12893.7,239250.64,15529.24,162549.42
D000407,A0055,MP,Parliament,Regular,2020-03-20,78702.39,11892.85,8107.45,181015.59,49761.37,66309.98
D000408,A0055,MP,Parliament,Regular,2018-06-24,79504.73,6941.31,18362.33,86631.28,43465.85,99225.28
D000409,A0055,MP,Parliament,Regular,2022-04-17,74280.06,8481.37,9215.34,37430.22,16791.27,176684.76
D000410,A0055,MP,Parliament,Exceptional,2024-12-11,74517.01,14462.54,12879.41,176555.71,28741.86,17544.31
D000411,A0055,MP,Parliament,Exceptional,2022-04-18,58391.95,8817.33,17853.29,105162.81,37845.26,160433.62
D000412,A0055,MP,Parliament,Exceptional,2018-03-21,87035.0,16159.77,11077.13,108903.56,29080.77,182535.4
D000413,A0055,MP,Parliament,Regular,2024-12-12,87487.7,11198.89,8765.34,63775.51,13141.21,476968.49
D000414,A0056,MP,Parliament,Initial,2025-05-14,35859.12,19830.63,10588.65,169570.54,59976.34,194795.97
D000415,A0056,MP,Parliament,Regular,2020-09-14,35140.44,26102.76,15006.86,11181.73,59783.52,43882.32
D000416,A0056,MP,Parliament,Regular,2022-05-10,36090.11,26557.62,14244.07,35220.07,35551.17,161242.05
D000417,A0056,MP,Parliament,Regular,2025-10-28,36132.91,21646.37,12742.94,70336.43,34059.08,28420.46
D000418,A0056,MP,Parliament,Regular,2025-10-29,53861.05,25986.08,15569.41,108424.92,10533.41,251686.76
D000419,A0057,MP,Parliament,Initial,2019-12-28,90166.28,398.56,9559.78,336210.52,36848.09,161289.08
D000420,A0057,MP,Parliament,Regular,2021-08-18,82760.63,258.15,11516.63,28330.53,6655.24,105258.98
D000421,A0057,MP,Parliament,Regular,2022-02-03,107132.65,348.18,13784.47,79119.11,6061.93,60353.03
D000422,A0057,MP,Parliament,Regular,2019-07-13,107546.57,491.17,8956.26,127853.2,29232.0,63456.68
D000423,A0057,MP,Parliament,Exceptional,2024-04-20,103400.9,569.48,12303.36,44647.44,35337.01,35070.33
D000424,A0057,MP,Parliament,Exceptional,2021-06-10,105223.82,316.66,6478.74,359.58,42120.51,114566.96
D000425,A0057,MP,Parliament,Exceptional,2024-05-13,73592.94,439.37,13584.81,193506.34,13253.72,113110.05
D000426,A0057,MP,Parliament,Regular,2024-05-14,140840.87,255.33,11905.21,47599.19,58942.78,758829.61
D000427,A0058,MP,Parliament,Initial,2018-10-05,38872.6,14179.32,12782.05,204389.2,26797.8,53042.49
D000428,A0058,MP,Parliament,Regular,2021-12-06,37978.43,8621.51,6407.4,77187.42,43955.07,193820.37
D000429,A0058,MP,Parliament,Regular,2022-08-23,40735.56,12459.54,13370.33,20285.71,28769.36,172810.14
D000430,A0058,MP,Parliament,Regular,2025-04-20,43827.81,10288.27,12159.41,159838.91,2004.77,4015.6
D000431,A0058,MP,Parliament,Exceptional,2019-03-05,32540.26,9501.63,11190.15,146397.02,32822.78,179624.83
D000432,A0058,MP,Parliament,Exceptional,2019-01-17,37666.59,21060.2,17808.29,140900.93,25879.4,130727.04
D000433,A0058,MP,Parliament,Exceptional,2024-10-23,48391.59,9317.28,7685.31,41110.1,11399.06,139439.34
D000434,A0058,MP,Parliament,Regular,2025-04-21,55713.1,17440.19,9781.66,56304.61,14252.9,328387.49
D000435,A0059,MP,Parliament,Initial,2020-03-28,113985.45,3071.8,7216.58,496730.9,17672.97,132404.05
D000436,A0059,MP,Parliament,Regular,2019-02-02,103466.95,2060.66,5714.17,16387.22,50626.14,61670.68
D000437,A0059,MP,Parliament,Regular,2022-06-17,118691.15,4284.78,5520.71,128373.28,23251.63,74204.1
D000438,A0059,MP,Parliament,Regular,2022-04-12,115218.83,2905.23,5508.39,93011.59,13574.54,53712.4
D000439,A0059,MP,Parliament,Exceptional,2025-10-23,129229.21,1799.17,6089.29,108289.8,58242.33,117945.29
D000440,A0059,MP,Parliament,Exceptional,2024-03-17,94663.99,2725.01,7379.55,193125.54,41224.08,187272.29
